lat,long,url,magnitude,depth,places,time
48.8363333,-122.0488333,https://earthquake.usgs.gov/earthquakes/eventpage/uw61314692,1.1,3.53,"13km SSE of Peaceful Valley, Washington",1507174062970
46.8743333,-112.5266667,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259229,1.6,12.15,"14km SE of Lincoln, Montana",1507174016680
38.779335,-122.7556686,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904511,0.48,0.77,"0km NNE of The Geysers, California",1507173266760
36.331,-116.3419,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608215,0.4,0.7,"34km WNW of Pahrump, Nevada",1507173138238
36.2383,-116.2856,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608192,0.4,9,"27km W of Pahrump, Nevada",1507173136411
37.6026667,-118.8193333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904501,0.94,3.82,"14km ESE of Mammoth Lakes, California",1507173104310
37.62,-118.8348333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904506,0.02,1.24,"12km ESE of Mammoth Lakes, California",1507173039210
33.152,-116.4106667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019120,0.84,1.22,"12km SSW of Borrego Springs, CA",1507172893970
42.5495,-111.4151667,https://earthquake.usgs.gov/earthquakes/eventpage/uu60251182,2.38,8.84,"19km SE of Soda Springs, Idaho",1507172461010
33.715,-116.8413333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019112,0.68,13.56,"6km SE of Valle Vista, CA",1507172453040
33.7111667,-116.8461667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019104,1.08,14.99,"6km SE of Valle Vista, CA",1507172395710
36.6905,-116.376,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608190,-0.2,0,"41km SE of Beatty, Nevada",1507172373126
37.5435,-118.8888333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904496,0.71,1.55,"13km SSE of Mammoth Lakes, California",1507172330920
48.8458333,-122.0276667,https://earthquake.usgs.gov/earthquakes/eventpage/uw61314677,1.65,0.9,"13km SE of Peaceful Valley, Washington",1507171780320
38.8354988,-122.7841644,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904491,0.88,1.68,"5km WNW of Cobb, California",1507171726140
37.041,-112.8806667,https://earthquake.usgs.gov/earthquakes/eventpage/uu60251177,1.51,17,"8km ENE of Hildale, Utah",1507171597620
38.8381653,-122.8256683,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904486,0.91,1.57,"9km WNW of Cobb, California",1507171184600
34.028,-116.7536667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019088,0.82,9.85,"13km NNE of Cabazon, CA",1507171166310
38.7825012,-122.7565002,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904476,1.12,0.82,"0km N of The Geysers, California",1507171050970
38.7756667,-122.7531667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904471,1.34,1.61,"0km ESE of The Geysers, California",1507170987390
63.5162,-151.2568,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989336,1.2,8.6,"115km W of Cantwell, Alaska",1507169863981
37.4676667,-118.8086667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904466,1.16,1.31,"24km SE of Mammoth Lakes, California",1507169797040
37.5604,-116.5689,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608222,0.2,5.7,"61km ESE of Goldfield, Nevada",1507169710998
33.3506667,-116.3645,https://earthquake.usgs.gov/earthquakes/eventpage/ci37167548,1.21,11.33,"11km N of Borrego Springs, CA",1507169669520
33.3525,-116.3545,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019080,1.35,12.25,"11km N of Borrego Springs, CA",1507169663590
38.8308334,-122.8600006,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904461,0.91,1.99,"10km WNW of The Geysers, California",1507169594160
39.8323,-120.6579,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608195,0.3,8.2,"16km W of Portola, California",1507169342326
34.1613333,-117.3498333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019072,0.78,6.61,"1km NNW of Muscoy, CA",1507169256840
38.8263321,-122.8574982,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904456,0.69,1.91,"10km WNW of The Geysers, California",1507169184140
58.3623,-152.901,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989295,4.3,46.5,"68km NNW of Kodiak Station, Alaska",1507169038804
36.042,-117.8051667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019056,2.12,1.36,"13km E of Coso Junction, CA",1507167035520
33.6393333,-116.6961667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019048,0.6,13.59,"10km NNW of Anza, CA",1507167021250
37.5388333,-118.8841667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904451,0.78,1.31,"14km SSE of Mammoth Lakes, California",1507167002490
33.635,-116.6971667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019040,0.27,13.47,"9km NNW of Anza, CA",1507166898700
37.6045,-118.827,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904446,0.85,4.08,"13km ESE of Mammoth Lakes, California",1507166429790
35.7425,-116.6048,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608183,0.9,5.3,"53km N of Fort Irwin, California",1507165745890
33.9006667,-117.0465,https://earthquake.usgs.gov/earthquakes/eventpage/ci38019000,0.7,14.9,"7km WSW of Beaumont, CA",1507165537930
61.3056,-150.1162,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989291,1.7,37.1,"15km NW of Anchorage, Alaska",1507165460879
37.7977,-117.7192,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608181,1.2,0,"43km WNW of Goldfield, Nevada",1507165236408
36.6008,-116.2655,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608219,-0.3,5.7,"50km NNW of Pahrump, Nevada",1507164766637
36.4461,-98.7663,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b190,2.6,6.31,"32km NW of Fairview, Oklahoma",1507164698800
60.8331,-150.5337,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989285,2.3,35.1,"35km NNE of Sterling, Alaska",1507164594638
33.0331667,-116.4356667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018992,1.21,6.13,"16km ESE of Julian, CA",1507164594280
38.8215,-122.8128333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904436,0.15,3.65,"6km NW of The Geysers, California",1507164525420
36.6022,-116.2625,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608217,-0.3,6.4,"50km NNW of Pahrump, Nevada",1507164448516
40.9123333,-121.975,https://earthquake.usgs.gov/earthquakes/eventpage/nc72905406,1.37,6.11,"26km W of Burney, California",1507163603630
53.7666,-165.8816,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989282,2.6,69.3,"41km S of Akutan, Alaska",1507162971426
38.8113327,-122.7949982,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904426,0.93,2,"5km NW of The Geysers, California",1507162600640
36.45,-98.755,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b185,3.4,7.23,"31km NW of Fairview, Oklahoma",1507162321850
33.9613333,-116.6665,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018976,1.34,15.54,"12km ENE of Cabazon, CA",1507162296820
40.5948333,-124.3116667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904421,1.81,17.71,"4km WNW of Ferndale, California",1507162198800
37.6053333,-118.8238333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904416,0.47,4.04,"13km ESE of Mammoth Lakes, California",1507162118230
67.5542,-162.2549,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989280,2,0,"30km E of Noatak, Alaska",1507162092700
33.666,-116.7648333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018968,0.34,15.04,"9km SSW of Idyllwild, CA",1507162079660
46.8736667,-112.529,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259214,1.11,10.6,"14km SE of Lincoln, Montana",1507161815690
37.303,-114.8195,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608178,1.2,0,"31km ESE of Alamo, Nevada",1507161066465
36.0423333,-117.8045,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018960,0.32,1.24,"13km E of Coso Junction, CA",1507161044100
36.0111667,-117.7858333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018952,0.59,1.56,"14km NE of Little Lake, CA",1507160940160
46.8503333,-121.7475,https://earthquake.usgs.gov/earthquakes/eventpage/uw61314657,0.32,1.92,"27km NNW of Packwood, Washington",1507160512270
37.5781667,-118.883,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904406,0.54,2.61,"11km SE of Mammoth Lakes, California",1507160342780
36.0425,-117.8013333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018944,1.13,0.57,"13km E of Coso Junction, CA",1507160279190
33.1335,-116.3528333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018936,1.06,7.01,"14km S of Borrego Springs, CA",1507160033160
33.67,-116.7588333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018928,0.95,13.89,"9km SSW of Idyllwild, CA",1507159919230
62.8345,-150.7536,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989265,2.4,98,"65km NNW of Talkeetna, Alaska",1507159550480
37.6086667,-118.8125,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904396,0.34,4.5,"14km ESE of Mammoth Lakes, California",1507158604910
19.4691667,-155.5998333,https://earthquake.usgs.gov/earthquakes/eventpage/hv61932926,0.76,2.829,"27km E of Honaunau-Napoopoo, Hawaii",1507158320250
64.9696,-147.4466,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989262,1.2,1.5,"19km NE of Fairbanks, Alaska",1507158170981
33.5008333,-116.7901667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018904,0.4,5.83,"10km NE of Aguanga, CA",1507158065300
33.4965,-116.7883333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018888,0.55,4.62,"9km NE of Aguanga, CA",1507157797010
62.6072,-151.3316,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989256,2.1,87.5,"70km WNW of Talkeetna, Alaska",1507157336866
36.7943333,-121.4921667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904386,0.78,3.88,"6km SE of San Juan Bautista, California",1507156840650
37.6051667,-118.8471667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904381,0.3,1.7,"12km ESE of Mammoth Lakes, California",1507156407470
-23.9861,-66.7169,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b16h,4.5,195.32,"47km WNW of San Antonio de los Cobres, Argentina",1507156394080
33.446,-116.6095,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018856,0.89,11.76,"14km SSE of Anza, CA",1507156172250
46.8626667,-112.531,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259199,1.02,9.74,"15km SE of Lincoln, Montana",1507156049410
62.1419,-150.2126,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989147,1.8,50.6,"18km W of Y, Alaska",1507155523233
46.116,-110.3268333,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259194,2.1,15.12,"42km NW of Big Timber, Montana",1507155343850
36.4507,-98.7425,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b15z,3.5,4.85,"31km NW of Fairview, Oklahoma",1507154804460
61.1185,-151.2414,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989143,1.6,60.5,"47km N of Nikiski, Alaska",1507154781579
37.9456,-118.5895,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608169,0.3,4.7,"47km NE of Mammoth Lakes, California",1507154600265
33.5,-116.7938333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018832,0.57,5.24,"9km NE of Aguanga, CA",1507154346810
36.0436667,-117.8066667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018816,0.89,1.32,"13km E of Coso Junction, CA",1507153569060
36.042,-117.8036667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018808,0.95,1.12,"13km E of Coso Junction, CA",1507153541570
46.875,-112.529,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259184,2.43,11,"14km SE of Lincoln, Montana",1507153540560
36.044,-117.8055,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018824,0.29,1.05,"13km E of Coso Junction, CA",1507153471400
36.0446667,-117.8056667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018800,1.11,1.33,"13km E of Coso Junction, CA",1507153075770
37.6031667,-118.8218333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904366,2.17,4.37,"14km ESE of Mammoth Lakes, California",1507152989540
38.8196667,-122.802,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904361,2.03,3.31,"6km W of Cobb, California",1507152804460
33.5068333,-116.7966667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018776,1.23,4.99,"10km NE of Aguanga, CA",1507152409830
36.0441667,-117.8053333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018760,1.23,1.08,"13km E of Coso Junction, CA",1507152333150
36.0435,-117.8038333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018752,1.02,1.58,"13km E of Coso Junction, CA",1507152229710
33.4838333,-116.4955,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018744,0.5,13.89,"18km ESE of Anza, CA",1507152079030
37.4518333,-117.9863333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904356,1.39,11.44,"37km ENE of Bishop, California",1507151361960
15.6807,-94.5193,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b152,4.2,43.81,"62km SSE of San Francisco del Mar, Mexico",1507151144560
37.552,-118.8776667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904346,0.93,-1.55,"13km SE of Mammoth Lakes, California",1507150681610
45.9221667,-112.2496667,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259179,1.09,-2,"13km WNW of Whitehall, Montana",1507150593920
37.2677,-114.5709,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608141,1.4,5.8,"38km S of Caliente, Nevada",1507150245096
48.8415,-122.0291667,https://earthquake.usgs.gov/earthquakes/eventpage/uw61314607,2.13,0.56,"13km SE of Peaceful Valley, Washington",1507149876900
54.6732,-156.904,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989132,3.2,0,"151km SSW of Chirikof Island, Alaska",1507149758758
33.6301667,-116.6621667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018712,0.63,13.65,"8km N of Anza, CA",1507149710150
32.9105,-116.9371667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018704,1.42,-0.2,"6km NNW of Lakeside, CA",1507149228410
19.3846667,-155.0805,https://earthquake.usgs.gov/earthquakes/eventpage/hv61932706,2.34,3.233,"14km S of Fern Acres, Hawaii",1507148766410
33.481,-116.4693333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018696,1.43,7.42,"21km ESE of Anza, CA",1507148649160
37.6053333,-118.8393333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904336,0.21,2.75,"12km ESE of Mammoth Lakes, California",1507148386520
34.8591667,-118.7775,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018688,1.23,-1.14,"8km ENE of Lebec, CA",1507148125030
38.8318,-118.8246,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608143,0.8,12.9,"33km ESE of Yerington, Nevada",1507148108080
38.0467,-118.6028,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608140,0.2,11.8,"53km S of Hawthorne, Nevada",1507147279605
62.8046,-148.9048,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989124,2.3,5.4,"65km S of Cantwell, Alaska",1507147085613
61.7684,-149.3904,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989120,1.9,33.4,"8km WNW of Fishhook, Alaska",1507146960353
37.6255,-118.835,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904326,1.4,3.28,"12km ESE of Mammoth Lakes, California",1507146844270
33.307,-116.2828333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018648,1.34,10.02,"10km ENE of Borrego Springs, CA",1507146046240
33.5141667,-116.7913333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018632,0.19,6.63,"10km NE of Aguanga, CA",1507145854960
23.7468,-108.5682,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b12w,4.1,10,"138km NE of San Jose del Cabo, Mexico",1507145834470
36.02,-117.8141667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018640,-0.09,1.04,"12km ESE of Coso Junction, CA",1507145706410
37.5656667,-118.8256667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904321,0.51,2.42,"15km SE of Mammoth Lakes, California",1507145419120
47.5196667,-124.1016667,https://earthquake.usgs.gov/earthquakes/eventpage/uw61314577,2.31,24.66,"20km WNW of Quinault Census Designated Place, Washington",1507145284260
38.8250008,-122.793335,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904316,0.88,2.35,"6km W of Cobb, California",1507145049410
33.4961667,-116.7968333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018624,0.32,4.64,"9km NE of Aguanga, CA",1507145028120
59.2967,-150.9792,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989116,2,30,"50km SE of Homer, Alaska",1507144999479
38.8214989,-122.7935028,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904306,0.69,1.97,"5km NNW of The Geysers, California",1507144591290
37.9535,-118.5903333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904301,1.44,3.71,"47km NE of Mammoth Lakes, California",1507144400690
36.0216667,-117.8143333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018600,0.49,1.65,"12km ESE of Coso Junction, CA",1507144276870
38.8231659,-122.8073349,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904291,0.97,0.51,"6km NW of The Geysers, California",1507144116270
34.9956667,-118.191,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018592,0.98,-0.84,"6km SSW of Mojave, CA",1507144088190
36.0039,-116.1107,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608146,0.1,0,"25km SSW of Pahrump, Nevada",1507144022118
37.4591667,-118.8315,https://earthquake.usgs.gov/earthquakes/eventpage/nc71107609,1.42,2.81,"24km SSE of Mammoth Lakes, California",1507143933230
36.5406667,-121.1276667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904286,2.01,3.02,"21km NE of Soledad, California",1507143903920
46.0038333,-112.4666667,https://earthquake.usgs.gov/earthquakes/eventpage/mb80259164,1.54,-2,"5km E of Butte, Montana",1507143801870
62.9001,-151.2987,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989114,1.5,136.4,"88km NW of Talkeetna, Alaska",1507143799499
36.5396667,-121.1258333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904276,2.19,3.42,"22km NE of Soledad, California",1507143670520
37.5041667,-118.823,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904281,0.59,6.72,"20km SE of Mammoth Lakes, California",1507143512580
37.6106667,-118.8335,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904271,0.27,3.87,"12km ESE of Mammoth Lakes, California",1507143411310
60.4284,-151.9517,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989112,1.5,76.1,"36km W of Kalifornsky, Alaska",1507143346025
68.4924,-147.4575,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989109,1.6,0,"89km WNW of Arctic Village, Alaska",1507142888288
-22.7343,69.2314,https://earthquake.usgs.gov/earthquakes/eventpage/us1000alvi,4.8,10,Mid-Indian Ridge,1507142880510
37.52,-118.8258333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904256,0.74,0.9,"19km SE of Mammoth Lakes, California",1507142844010
16.6332,-95.0179,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b11q,4.3,10,"10km NE of San Jeronimo Ixtepec, Mexico",1507142721780
37.6076667,-118.8358333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904251,0.59,3.59,"12km ESE of Mammoth Lakes, California",1507142074970
38.6437,-115.6247,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608130,2,2.8,"17km SW of Currant, Nevada",1507142028227
33.8245,-117.4801667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018568,1.17,-0.64,"7km SSE of Home Gardens, CA",1507141815580
37.5503333,-118.8433333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904241,1.13,-1.19,"15km SE of Mammoth Lakes, California",1507141805960
37.975,-121.9105,https://earthquake.usgs.gov/earthquakes/eventpage/nc71107614,1.26,2.7,"4km NNE of Clayton, California",1507141794500
37.5935,-118.847,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904236,0.43,2.89,"12km ESE of Mammoth Lakes, California",1507141647390
37.5541667,-118.8391667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904226,1.44,-0.37,"15km SE of Mammoth Lakes, California",1507141566380
37.5651667,-118.848,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904231,0.95,-0.65,"14km SE of Mammoth Lakes, California",1507141526700
33.3345,-116.3515,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018544,0.67,10.78,"9km NNE of Borrego Springs, CA",1507141427790
63.2003,-150.5043,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989106,1.6,100.7,"80km WSW of Cantwell, Alaska",1507141095901
33.5131667,-116.7951667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018512,0.53,6,"10km NE of Aguanga, CA",1507140703030
39.2152,-120.0698,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608125,1.1,9.9,"3km SSW of Tahoe Vista, California",1507140434096
42.623,-111.4386667,https://earthquake.usgs.gov/earthquakes/eventpage/uu60251107,2.02,-0.06,"14km ESE of Soda Springs, Idaho",1507140276970
62.788,-148.7521,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989101,1.7,15,"68km S of Cantwell, Alaska",1507139784743
37.6103333,-118.8285,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904216,0.01,2.36,"13km ESE of Mammoth Lakes, California",1507139679230
37.0011667,-98.036,https://earthquake.usgs.gov/earthquakes/eventpage/ismpkansas70236238,1.83,5.77,"16km S of Anthony, Kansas",1507139648960
33.5133333,-116.491,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018496,-0.09,13.81,"18km ESE of Anza, CA",1507139037590
36.5285,-121.1055,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904211,0.79,6.51,"22km ENE of Soledad, California",1507138949410
37.581,-118.9856667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904201,0.21,1.78,"7km S of Mammoth Lakes, California",1507138650000
34.0245,-117.4696667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018464,0.95,-0.75,"2km NE of Glen Avon, CA",1507138418030
33.4853333,-116.4608333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018448,0.74,8.05,"21km ESE of Anza, CA",1507137554550
36.7646667,-121.4078333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904196,1,10.33,"6km SW of Ridgemark, California",1507136805190
62.4313,-149.2816,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989095,1.5,44.6,"42km NE of Y, Alaska",1507135541282
33.499,-116.7971667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018408,1.57,4.25,"9km NE of Aguanga, CA",1507134824880
38.3958,-118.9268,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608107,2.1,7.6,"30km WSW of Hawthorne, Nevada",1507134616795
36.881,-121.6143333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904171,1.38,6.94,"2km ESE of Aromas, California",1507133031670
36.8815,-121.6093333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904166,2.71,6.65,"3km ESE of Aromas, California",1507132718170
37.6096667,-118.9531667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904156,0.17,0.71,"4km SSE of Mammoth Lakes, California",1507131575580
63.5134,-151.032,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989087,1.4,6.3,"104km W of Cantwell, Alaska",1507131238883
37.4286,-114.7257,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608123,0.5,6.7,"28km SW of Caliente, Nevada",1507131196862
39.6268,-119.8648,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608122,0.1,6.7,"2km WSW of Lemmon Valley, Nevada",1507130621715
15.8774,-94.7831,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b0yw,4.4,9.59,"41km SSW of San Francisco del Mar, Mexico",1507130270240
62.9914,-151.5468,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989083,2,0,"104km NW of Talkeetna, Alaska",1507129786603
37.6105,-118.8176667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904151,0.11,3.25,"14km ESE of Mammoth Lakes, California",1507129524240
63.1143,-150.8528,https://earthquake.usgs.gov/earthquakes/eventpage/ak16989080,1.7,130.4,"95km NNW of Talkeetna, Alaska",1507129070012
38.8380013,-122.833168,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904146,0.7,1.93,"9km W of Cobb, California",1507129044100
33.4216667,-116.3648333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018360,0.64,13.56,"18km N of Borrego Springs, CA",1507128625070
-0.2479,-78.3466,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b14r,2.9,10,"15km NE of Sangolqui, Ecuador",1507127377130
39.6412,-119.8604,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608118,0.2,4.3,"1km WNW of Lemmon Valley, Nevada",1507126770279
39.6344,-119.8623,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608088,1.1,5.8,"1km W of Lemmon Valley, Nevada",1507126739396
37.0914,-117.0497,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608116,-0.1,8.9,"32km NW of Beatty, Nevada",1507125788663
38.809,-122.7906667,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904116,0.66,3.22,"4km NW of The Geysers, California",1507125575800
37.3198,-114.8604,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608115,0.4,0,"27km E of Alamo, Nevada",1507125266451
46.8663333,-121.7603333,https://earthquake.usgs.gov/earthquakes/eventpage/uw61337231,0.68,0.92,"29km NNW of Packwood, Washington",1507123203510
37.5275,-118.8295,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904111,0.61,0.68,"18km SE of Mammoth Lakes, California",1507122721040
34.3281667,-116.4645,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018288,0.87,3.32,"24km N of Yucca Valley, CA",1507121720570
37.1423,-117.3333,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608111,0.2,5.5,"57km WNW of Beatty, Nevada",1507121404842
37.603,-118.8203333,https://earthquake.usgs.gov/earthquakes/eventpage/nc72904096,0.55,3.73,"14km ESE of Mammoth Lakes, California",1507121286350
14.9246,-94.219,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b0xy,4.3,35,"127km SW of Tres Picos, Mexico",1507120048520
33.952,-116.9793333,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018272,1.04,16.95,"2km N of Beaumont, CA",1507119983420
38.4806,-118.3741,https://earthquake.usgs.gov/earthquakes/eventpage/nn00608082,0.6,1.6,"22km ESE of Hawthorne, Nevada",1507118878001
33.576,-117.1536667,https://earthquake.usgs.gov/earthquakes/eventpage/ci38018264,1.21,12.56,"2km NNE of Murrieta Hot Springs, CA",1507118298180
59.0371,-154.0651,https://earthquake.usgs.gov/earthquakes/eventpage/ak16988954,1.4,113.6,"93km SSE of Old Iliamna, Alaska",1507117165370
61.7579,-150.7431,https://earthquake.usgs.gov/earthquakes/eventpage/ak16988951,1.7,50,"37km W of Willow, Alaska",1507117164179
