coordinates,url,magnitude,places,time,excel time,
"[122.7108, -8.0939, 216.64]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax9d,4.1,"41km N of Palue, Indonesia",1.5068E+12,9/30/2017 20:34:46.610 ,
"[-68.5125, 17.7855, 35]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax9h,3.5,"66km S of Boca de Yuma, Dominican Republic",1.5068E+12,9/30/2017 20:33:47.030 ,
"[-155.477005, 19.2103329, 36.36]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61927906,3.34,"0km NNE of Pahala, Hawaii",1.5068E+12,9/30/2017 20:33:37.320 ,
"[143.8145, 21.6564, 64.59]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax99,4.7,"167km NW of Farallon de Pajaros, Northern Mariana Islands",1.5068E+12,9/30/2017 20:14:48.710 ,
"[-116.3631667, 33.3573333, 10.38]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015848,1.38,"11km N of Borrego Springs, CA",1.5068E+12,9/30/2017 20:12:51.860 ,
"[-122.7811661, 38.7978325, 2.88]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902466,2.17,"3km NW of The Geysers, California",1.5068E+12,9/30/2017 20:06:28.260 ,
"[-122.1783333, 46.1991667, 1.01]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335966,0.31,"38km NNE of Amboy, Washington",1.5068E+12,9/30/2017 19:40:15.010 ,
"[-121.8353333, 47.8623333, 12]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335961,0.57,"1km W of Sultan, Washington",1.5068E+12,9/30/2017 19:36:12.860 ,
"[-152.1789, 59.7852, 69]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16962490,1.1,"19km W of Anchor Point, Alaska",1.5068E+12,9/30/2017 19:34:50.159 ,
"[-150.6804, 63.5814, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16962484,1.6,"88km WNW of Cantwell, Alaska",1.5068E+12,9/30/2017 19:22:46.607 ,
"[-118.1362, 38.2888, 10.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607710,1.2,"50km ESE of Hawthorne, Nevada",1.5068E+12,9/30/2017 19:19:31.022 ,
"[-116.3733333, 32.929, 8.54]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015800,0.83,"19km NE of Pine Valley, CA",1.5068E+12,9/30/2017 19:19:02.990 ,
"[-116.7553333, 33.335, 12.09]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015792,0.57,"10km ESE of Palomar Observatory, CA",1.5068E+12,9/30/2017 19:18:15.300 ,
"[-118.8758316, 37.546833, 7.17]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902456,0.92,"14km SE of Mammoth Lakes, California",1.5068E+12,9/30/2017 19:14:09.330 ,
"[-112.5253333, 46.8728333, 11.78]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80258414,1.87,"15km SE of Lincoln, Montana",1.5068E+12,9/30/2017 19:07:45.250 ,
"[-122.8123322, 38.810833, 3.44]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902451,0.51,"6km NW of The Geysers, California",1.5068E+12,9/30/2017 19:02:47.170 ,
"[-122.8078308, 38.8563347, -0.06]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902446,0.85,"8km WNW of Cobb, California",1.5068E+12,9/30/2017 18:55:25.670 ,
"[-152.5262, 61.2937, 1.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16962476,1.3,"90km N of Redoubt Volcano, Alaska",1.5068E+12,9/30/2017 18:53:47.604 ,
"[-122.2023333, 46.2085, 8.17]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335936,-0.01,"38km NNE of Amboy, Washington",1.5068E+12,9/30/2017 18:47:32.320 ,
"[-149.7923, 63.2364, 16.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16961588,1.3,"45km WSW of Cantwell, Alaska",1.5068E+12,9/30/2017 18:43:56.484 ,
"[-116.7451667, 33.6978333, 16.51]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015784,0.77,"5km SSW of Idyllwild, CA",1.5068E+12,9/30/2017 18:37:47.040 ,
"[-116.8845, 34.35, 3.04]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015776,1.31,"10km NNW of Big Bear City, CA",1.5068E+12,9/30/2017 18:30:06.380 ,
"[-117.6088333, 34.309, -0.19]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015768,0.61,"6km SSE of Wrightwood, CA",1.5068E+12,9/30/2017 18:24:34.490 ,
"[-151.5842, 61.5653, 71.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16961585,1.1,"84km WSW of Willow, Alaska",1.5068E+12,9/30/2017 18:17:38.578 ,
"[-119.139, 34.4378333, -0.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015752,1.64,"10km E of Ojai, CA",1.5068E+12,9/30/2017 18:17:04.130 ,
"[-94.7087, 16.2598, 63.17]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax7s,4.8,"6km WNW of San Francisco del Mar, Mexico",1.5068E+12,9/30/2017 18:15:51.100 ,
"[-141.5875, 60.1726, 4.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16961582,1.3,"48km ENE of Cape Yakataga, Alaska",1.50679E+12,9/30/2017 18:00:37.169 ,
"[-141.6228, 60.1643, 16.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16961580,1.2,"46km ENE of Cape Yakataga, Alaska",1.50679E+12,9/30/2017 17:58:19.343 ,
"[-178.1048, 51.4851, 27.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16961575,1.5,"44km S of Tanaga Volcano, Alaska",1.50679E+12,9/30/2017 17:39:17.256 ,
"[-122.1693333, 46.1978333, 1.6]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335906,0.19,"38km NNE of Amboy, Washington",1.50679E+12,9/30/2017 17:29:20.860 ,
"[-147.6179, 61.8567, 20.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16960689,0.6,"65km E of Sutton-Alpine, Alaska",1.50679E+12,9/30/2017 16:52:53.610 ,
"[-117.8519, 36.9827, 6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607701,0.7,"43km ESE of Big Pine, California",1.50679E+12,9/30/2017 16:49:07.152 ,
"[-90.9767, 1.0533, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax76,4.9,"210km NNW of Puerto Ayora, Ecuador",1.50679E+12,9/30/2017 16:45:44.160 ,
"[-122.8058319, 38.8185005, 2.41]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902386,0.73,"6km NW of The Geysers, California",1.50679E+12,9/30/2017 16:26:52.460 ,
"[-122.8083344, 38.8175011, 2.75]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902376,2.07,"6km NW of The Geysers, California",1.50679E+12,9/30/2017 16:26:11.450 ,
"[-118.1429, 39.0123, 8.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607662,0.6,"24km NW of Gabbs, Nevada",1.50679E+12,9/30/2017 16:16:13.230 ,
"[-116.4073333, 33.3553333, 9.05]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015736,0.82,"12km NNW of Borrego Springs, CA",1.50679E+12,9/30/2017 16:11:23.410 ,
"[-116.7686691, 33.7106667, 13.79]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015728,1.19,"5km SW of Idyllwild-Pine Cove, California",1.50679E+12,9/30/2017 15:50:15.260 ,
"[-116.9496667, 33.9343333, 3.74]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015720,0.71,"3km ENE of Beaumont, CA",1.50679E+12,9/30/2017 15:44:37.480 ,
"[-116.7646667, 33.689, 14.61]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015712,0.81,"7km SW of Idyllwild, CA",1.50679E+12,9/30/2017 15:34:46.270 ,
"[-97.5446, 36.2305, 5.63]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax6w,2.6,"23km WSW of Perry, Oklahoma",1.50679E+12,9/30/2017 15:31:29.440 ,
"[-117.4928333, 34.218, 4.96]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015696,2.27,"5km S of Lytle Creek, CA",1.50678E+12,9/30/2017 14:59:02.680 ,
"[-139.5798, 59.9725, 4.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16959795,1.8,"48km N of Yakutat, Alaska",1.50678E+12,9/30/2017 14:51:52.931 ,
"[-118.867836, 37.5703316, 2.04]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902356,0.98,"12km SE of Mammoth Lakes, California",1.50678E+12,9/30/2017 14:51:10.690 ,
"[-122.2456665, 37.8619995, 4.82]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902346,1.47,"2km ESE of Berkeley, California",1.50678E+12,9/30/2017 14:46:57.960 ,
"[-118.8156662, 37.6131668, 3.95]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902341,0.91,"14km ESE of Mammoth Lakes, California",1.50678E+12,9/30/2017 14:42:23.390 ,
"[-118.8215027, 37.6063347, 4.19]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902336,1.91,"14km ESE of Mammoth Lakes, California",1.50678E+12,9/30/2017 14:35:06.570 ,
"[-117.2715, 34.0585, 14.44]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015672,1.45,"2km NW of Loma Linda, CA",1.50678E+12,9/30/2017 14:27:38.400 ,
"[-116.7913333, 33.5013333, 5.61]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015664,0.49,"9km NE of Aguanga, CA",1.50678E+12,9/30/2017 14:13:10.510 ,
"[-122.4523333, 48.3826667, 22.31]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335861,1.05,"9km WSW of Mount Vernon, Washington",1.50678E+12,9/30/2017 14:09:41.040 ,
"[-118.8935, 38.3996, 12.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607705,0.6,"27km WSW of Hawthorne, Nevada",1.50678E+12,9/30/2017 14:08:08.657 ,
"[-155.6136627, 19.4108334, 1.26]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61927751,2.19,"26km E of Honaunau-Napoopoo, Hawaii",1.50678E+12,9/30/2017 14:08:07.220 ,
"[-118.9029, 38.4006, 7.9]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607703,0.7,"27km WSW of Hawthorne, Nevada",1.50678E+12,9/30/2017 14:07:41.959 ,
"[-150.5123, 59.6084, 26.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958918,0.8,"46km ESE of Fritz Creek, Alaska",1.50678E+12,9/30/2017 14:07:37.853 ,
"[-122.1803333, 46.1996667, 3.3]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335856,0.39,"38km NNE of Amboy, Washington",1.50678E+12,9/30/2017 13:54:30.130 ,
"[-148.7689, 63.857, 11.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958913,1.3,"9km E of Healy, Alaska",1.50678E+12,9/30/2017 13:49:48.068 ,
"[-117.4082, 37.0551, 8.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607702,-0.2,"60km WNW of Beatty, Nevada",1.50678E+12,9/30/2017 13:30:36.872 ,
"[-118.9022, 38.4036, 5.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607698,0.7,"27km WSW of Hawthorne, Nevada",1.50678E+12,9/30/2017 13:20:49.539 ,
"[-116.4461667, 34.3316667, 0.02]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015648,1.54,"24km N of Yucca Valley, CA",1.50678E+12,9/30/2017 13:15:57.600 ,
"[-159.2214, 67.8069, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958909,1.9,"142km NW of Kobuk, Alaska",1.50678E+12,9/30/2017 13:15:47.764 ,
"[-115.647, 31.8703333, 2.46]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015640,2.06,"60km SW of Alberto Oviedo Mota, B.C., MX",1.50678E+12,9/30/2017 13:15:35.770 ,
"[-116.944, 33.5453333, 10.63]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015632,0.48,"14km NNW of Aguanga, CA",1.50678E+12,9/30/2017 13:13:27.330 ,
"[-117.4573333, 36.0621667, 4.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015624,0.83,"33km N of Searles Valley, CA",1.50678E+12,9/30/2017 13:08:02.240 ,
"[-116.7688333, 33.3268333, 12.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015616,1.28,"9km ESE of Palomar Observatory, CA",1.50678E+12,9/30/2017 12:56:31.250 ,
"[-151.434, 62.3258, 87.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958907,1.2,"68km W of Talkeetna, Alaska",1.50678E+12,9/30/2017 12:50:41.401 ,
"[-118.8208313, 37.6111679, 3.29]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902311,1.07,"13km ESE of Mammoth Lakes, California",1.50678E+12,9/30/2017 12:50:19.620 ,
"[-118.8228302, 37.6063347, 4.06]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902306,1.41,"13km ESE of Mammoth Lakes, California",1.50678E+12,9/30/2017 12:49:08.190 ,
"[-112.8408333, 41.6928333, 6.53]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250317,0.82,"42km ESE of Park Valley, Utah",1.50678E+12,9/30/2017 12:47:01.730 ,
"[-163.6282, 67.3843, 0.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958905,2,"35km SW of Noatak, Alaska",1.50678E+12,9/30/2017 12:42:30.183 ,
"[-118.8976, 38.3688, 7.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607651,1.2,"29km SW of Hawthorne, Nevada",1.50678E+12,9/30/2017 12:37:14.180 ,
"[-116.7891667, 33.4901667, 5.45]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015592,0.34,"9km NE of Aguanga, CA",1.50677E+12,9/30/2017 12:35:44.630 ,
"[-116.7828333, 33.4981667, 8.26]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015584,0.29,"10km NE of Aguanga, CA",1.50677E+12,9/30/2017 12:28:58.660 ,
"[-118.8363, 38.419, 10.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607697,0.2,"21km WSW of Hawthorne, Nevada",1.50677E+12,9/30/2017 12:24:01.538 ,
"[-163.8782, 67.395, 1.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958026,2.9,"43km WSW of Noatak, Alaska",1.50677E+12,9/30/2017 12:21:54.141 ,
"[-110.635, 37.7641667, 13.14]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250312,2.59,"67km S of Hanksville, Utah",1.50677E+12,9/30/2017 12:20:47.790 ,
"[-118.9046, 38.4103, 10.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607649,0.9,"27km WSW of Hawthorne, Nevada",1.50677E+12,9/30/2017 12:17:37.223 ,
"[-150.6672, 63.1195, 116.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16958023,1.6,"91km WSW of Cantwell, Alaska",1.50677E+12,9/30/2017 12:15:22.726 ,
"[-116.755, 33.682, 17.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015568,0.38,"7km SSW of Idyllwild, CA",1.50677E+12,9/30/2017 12:12:54.610 ,
"[-118.9065, 37.537, 11.01]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902291,0.6,"13km SSE of Mammoth Lakes, California",1.50677E+12,9/30/2017 12:11:53.330 ,
"[-118.8981705, 37.5239983, 12.94]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902286,1.67,"15km SSE of Mammoth Lakes, California",1.50677E+12,9/30/2017 12:09:38.400 ,
"[-74.5095, 40.8093333, 11.51]",https://earthquake.usgs.gov/earthquakes/eventpage/ld60143701,0.98,"2km WNW of Morristown, New Jersey",1.50677E+12,9/30/2017 12:05:53.350 ,
"[-111.0221667, 44.7921667, 9.76]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250302,0.94,"15km NNE of West Yellowstone, Montana",1.50677E+12,9/30/2017 11:54:19.720 ,
"[-118.8213333, 37.6065, 3.94]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902281,0.35,"14km ESE of Mammoth Lakes, California",1.50677E+12,9/30/2017 11:51:59.980 ,
"[-148.3528, 61.0596, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16957154,1.5,"36km NNE of Whittier, Alaska",1.50677E+12,9/30/2017 11:20:14.704 ,
"[-122.8116684, 38.8261681, 3.8]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902276,0.53,"7km W of Cobb, California",1.50677E+12,9/30/2017 11:14:39.610 ,
"[-119.1593333, 34.5683333, -0.09]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015552,1.64,"15km NNE of Ojai, CA",1.50677E+12,9/30/2017 11:08:52.250 ,
"[-149.9756, 61.4725, 38.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16957134,1.5,"5km SSW of Big Lake, Alaska",1.50677E+12,9/30/2017 10:42:48.706 ,
"[-116.6845, 33.9701667, 12.01]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015528,0.58,"11km ENE of Cabazon, CA",1.50677E+12,9/30/2017 10:37:57.090 ,
"[-116.436, 33.445, 14.75]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015520,0.68,"22km NNW of Borrego Springs, CA",1.50677E+12,9/30/2017 10:31:08.050 ,
"[-111.221, 44.6771667, 7.62]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250292,0.33,"9km W of West Yellowstone, Montana",1.50677E+12,9/30/2017 10:30:09.230 ,
"[128.7797, 1.8973, 37.67]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax5m,5.2,"87km ENE of Tobelo, Indonesia",1.50677E+12,9/30/2017 10:30:02.460 ,
"[-122.7994995, 38.793335, 2.67]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902251,1.23,"4km WNW of The Geysers, California",1.50677E+12,9/30/2017 10:07:37.100 ,
"[-117.8988333, 34.4483333, 9.28]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015504,0.86,"6km S of Pearblossum, CA",1.50677E+12,9/30/2017 09:54:40.090 ,
"[-150.5932, 59.6256, 32.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16956257,0.9,"41km ESE of Fritz Creek, Alaska",1.50677E+12,9/30/2017 09:53:42.003 ,
"[-147.3158, 61.6149, 22.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16956252,1.6,"74km NW of Valdez, Alaska",1.50677E+12,9/30/2017 09:52:25.625 ,
"[-94.0971, 15.3765, 35.53]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax55,4.4,"76km SSW of Paredon, Mexico",1.50676E+12,9/30/2017 09:48:38.800 ,
"[-118.8235, 37.608, 3.84]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902221,0.39,"13km ESE of Mammoth Lakes, California",1.50676E+12,9/30/2017 09:41:28.140 ,
"[-116.3358, 36.6605, 6.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607690,-0.2,"46km SE of Beatty, Nevada",1.50676E+12,9/30/2017 09:26:25.497 ,
"[-118.8252, 38.0507, 3.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607687,0.4,"42km ESE of Bridgeport, California",1.50676E+12,9/30/2017 09:22:24.248 ,
"[-152.7152, 59.2442, 16.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16955383,2,"77km SW of Anchor Point, Alaska",1.50676E+12,9/30/2017 09:17:59.523 ,
"[-116.7908333, 33.5126667, 6.51]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015496,0.39,"10km NE of Aguanga, CA",1.50676E+12,9/30/2017 09:14:26.610 ,
"[-119.1113, 38.3007, 9.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607685,0.8,"11km ENE of Bridgeport, California",1.50676E+12,9/30/2017 09:10:04.487 ,
"[-149.0657, 61.8789, 37.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16955380,1,"14km NW of Sutton-Alpine, Alaska",1.50676E+12,9/30/2017 09:09:44.131 ,
"[-118.4445, 38.238, 10.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607684,-0.1,"35km SSE of Hawthorne, Nevada",1.50676E+12,9/30/2017 09:08:46.963 ,
"[-122.7458344, 38.7883339, 0.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902196,1.28,"1km NE of The Geysers, California",1.50676E+12,9/30/2017 08:50:18.120 ,
"[-97.5543, 36.2286, 1.38]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax4r,2.5,"24km WSW of Perry, Oklahoma",1.50676E+12,9/30/2017 08:48:50.980 ,
"[-116.3055, 33.2551667, 10.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015488,1.48,"6km E of Borrego Springs, CA",1.50676E+12,9/30/2017 08:48:21.510 ,
"[-118.4613, 38.6976, 10.8]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607683,0.3,"23km NE of Hawthorne, Nevada",1.50676E+12,9/30/2017 08:47:23.524 ,
"[-115.633, 33.1623333, 19.58]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015480,1.59,"12km WNW of Calipatria, CA",1.50676E+12,9/30/2017 08:38:04.470 ,
"[-118.8976667, 37.637, 5.32]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902191,0.12,"6km E of Mammoth Lakes, California",1.50676E+12,9/30/2017 08:29:38.470 ,
"[-122.7508316, 38.8068352, 0.69]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902186,1.08,"2km SW of Cobb, California",1.50676E+12,9/30/2017 08:15:58.360 ,
"[-123.2705002, 39.4630013, 6.56]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902176,1.5,"9km NE of Willits, California",1.50676E+12,9/30/2017 08:08:54.280 ,
"[-173.6477, 50.7643, 10.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16955365,2.2,"163km SSE of Atka, Alaska",1.50676E+12,9/30/2017 08:08:16.481 ,
"[-151.2838, 61.1981, 66.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16955363,1.3,"56km N of Nikiski, Alaska",1.50676E+12,9/30/2017 08:07:53.223 ,
"[-118.8943, 38.3559, 14.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607682,0.4,"30km SW of Hawthorne, Nevada",1.50676E+12,9/30/2017 08:00:17.859 ,
"[-118.819664, 37.6048317, 4.01]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902166,1.07,"14km ESE of Mammoth Lakes, California",1.50676E+12,9/30/2017 07:58:10.480 ,
"[-118.8203354, 37.6051674, 3.89]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902161,1.5,"14km ESE of Mammoth Lakes, California",1.50676E+12,9/30/2017 07:57:49.860 ,
"[-110.3318333, 44.4155, 8.36]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250247,0.34,"39km E of Old Faithful Geyser, Wyoming",1.50676E+12,9/30/2017 07:49:58.210 ,
"[-150.0643, 62.4821, 20.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16954501,1.2,"17km N of Talkeetna, Alaska",1.50676E+12,9/30/2017 07:39:05.917 ,
"[-116.7201667, 33.5713333, 14.76]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015456,0.28,"5km WNW of Anza, CA",1.50676E+12,9/30/2017 07:36:01.060 ,
"[-116.729, 33.6753333, 14.82]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015448,0.42,"7km S of Idyllwild, CA",1.50676E+12,9/30/2017 07:31:28.330 ,
"[-120.3381, 39.4714, 6.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607644,0.8,"20km NW of Truckee, California",1.50676E+12,9/30/2017 07:25:01.148 ,
"[-118.9038, 38.3787, 5.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607679,0.7,"29km WSW of Hawthorne, Nevada",1.50676E+12,9/30/2017 07:24:02.523 ,
"[-118.1755, 35.5956667, 1.85]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015440,0.83,"27km E of Lake Isabella, CA",1.50676E+12,9/30/2017 07:12:07.720 ,
"[-118.9067, 38.3693, 10.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607678,0.5,"30km SW of Hawthorne, Nevada",1.50676E+12,9/30/2017 07:05:50.057 ,
"[-118.903, 38.3691, 8.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607677,0.5,"29km SW of Hawthorne, Nevada",1.50675E+12,9/30/2017 06:59:43.212 ,
"[-122.7965012, 38.8208351, 2.88]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902146,1.75,"5km NW of The Geysers, California",1.50675E+12,9/30/2017 06:54:03.310 ,
"[-115.242, 37.292, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607675,0,"10km SW of Alamo, Nevada",1.50675E+12,9/30/2017 06:53:42.841 ,
"[-147.317, 63.5295, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16953640,2,"82km ENE of Cantwell, Alaska",1.50675E+12,9/30/2017 06:47:01.011 ,
"[-122.6531667, 43.9925, 7.02]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61335796,0.71,"13km NE of Lowell, Oregon",1.50675E+12,9/30/2017 06:46:22.840 ,
"[-118.7706667, 34.5448333, 16.31]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015432,1.44,"15km N of Piru, CA",1.50675E+12,9/30/2017 06:44:08.830 ,
"[-118.958168, 37.5876656, -0.32]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902141,1.82,"6km S of Mammoth Lakes, California",1.50675E+12,9/30/2017 06:38:48.680 ,
"[-118.976, 37.6025, -0.27]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902136,0.74,"5km S of Mammoth Lakes, California",1.50675E+12,9/30/2017 06:37:26.130 ,
"[178.7893, -37.146, 51.02]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax3z,5,"168km NE of Opotiki, New Zealand",1.50675E+12,9/30/2017 06:34:36.470 ,
"[-94.1802, 15.1606, 44.16]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax3x,4,"102km SSW of Paredon, Mexico",1.50675E+12,9/30/2017 06:22:42.800 ,
"[-117.9013333, 34.4501667, 9.23]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015408,0.92,"6km S of Pearblossum, CA",1.50675E+12,9/30/2017 06:15:12.360 ,
"[105.0015, 32.3196, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000ax3v,5.5,"3km WSW of Magong, China",1.50675E+12,9/30/2017 06:14:36.970 ,
"[-118.8191681, 37.6038322, 3.85]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902131,0.84,"14km ESE of Mammoth Lakes, California",1.50675E+12,9/30/2017 06:14:28.350 ,
"[-116.7948333, 33.5096667, 6.31]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015392,0.26,"10km NE of Aguanga, CA",1.50675E+12,9/30/2017 05:54:47.030 ,
"[-118.5978317, 37.4065018, 9.99]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902116,1.63,"13km WNW of West Bishop, California",1.50675E+12,9/30/2017 05:54:25.300 ,
"[-116.7933333, 33.5085, 3.63]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38015376,0.56,"10km NE of Aguanga, CA",1.50675E+12,9/30/2017 05:49:19.430 ,
